date,store_nbr,transactions
2013-01-06,33,1302.0
2013-01-06,34,2377.0
2013-01-06,35,651.0
2013-01-06,37,1282.0
2013-01-06,38,2522.0
2013-01-06,39,1571.0
2013-01-06,40,1023.0
2013-01-06,41,1142.0
2013-01-06,43,1194.0
2013-01-06,44,4925.0
2013-01-06,45,4418.0
2013-01-06,46,5401.0
2013-01-06,47,4935.0
2013-01-06,48,4591.0
2013-01-06,49,2795.0
2013-01-06,50,3297.0
2013-01-06,51,1934.0
2013-01-06,54,1180.0
2013-01-07,1,1807.0
2013-01-07,2,1911.0
2013-01-07,3,2996.0
2013-01-07,4,1514.0
2013-01-07,5,1577.0
2013-01-07,6,1713.0
2013-01-07,7,1705.0
2013-01-07,8,2768.0
2013-01-07,9,2162.0
2013-01-07,10,1148.0
2013-01-07,11,2361.0
2013-01-07,12,1113.0
2013-01-07,13,921.0
2013-01-07,14,1671.0
2013-01-07,15,1413.0
2013-01-07,16,1066.0
2013-01-07,17,1292.0
2013-01-07,18,1369.0
2013-01-07,19,1137.0
2013-01-07,23,1185.0
2013-01-07,24,2320.0
2013-01-07,25,703.0
2013-01-07,26,792.0
2013-01-07,27,1093.0
2013-01-07,28,775.0
2013-01-07,30,663.0
2013-01-07,31,1170.0
2013-01-07,32,699.0
2013-01-07,33,1078.0
2013-01-07,34,2224.0
2013-01-07,35,568.0
2013-01-07,37,1450.0
2013-01-07,38,1549.0
2013-01-07,39,1356.0
2013-01-07,40,1148.0
2013-01-07,41,744.0
2013-01-07,43,1137.0
2013-01-07,44,3871.0
2013-01-07,45,3339.0
2013-01-07,46,3205.0
2013-01-07,47,3570.0
2013-01-07,48,2697.0
2013-01-07,49,1719.0
2013-01-07,50,2371.0
2013-01-07,51,1637.0
2013-01-07,54,890.0
2013-01-08,1,1869.0
2013-01-08,2,1856.0
2013-01-08,3,2826.0
2013-01-08,4,1397.0
2013-01-08,5,1504.0
2013-01-08,6,1555.0
2013-01-08,7,1524.0
2013-01-08,8,2639.0
2013-01-08,9,2206.0
2013-01-08,10,1100.0
2013-01-08,11,2388.0
2013-01-08,12,1130.0
2013-01-08,13,879.0
2013-01-08,14,1673.0
2013-01-08,15,1330.0
2013-01-08,16,1009.0
2013-01-08,17,1197.0
2013-01-08,18,1388.0
2013-01-08,19,1013.0
2013-01-08,23,1143.0
2013-01-08,24,2349.0
2013-01-08,25,626.0
2013-01-08,26,729.0
2013-01-08,27,999.0
2013-01-08,28,877.0
2013-01-08,30,701.0
2013-01-08,31,1200.0
2013-01-08,32,641.0
2013-01-08,33,1164.0
2013-01-08,34,2272.0
2013-01-08,35,555.0
2013-01-08,37,1366.0
2013-01-08,38,1331.0
2013-01-08,39,1417.0
2013-01-08,40,1090.0
2013-01-08,41,764.0
2013-01-08,43,1155.0
2013-01-08,44,3593.0
2013-01-08,45,3102.0
2013-01-08,46,3061.0
2013-01-08,47,3185.0
2013-01-08,48,2320.0
2013-01-08,49,1609.0
2013-01-08,50,2251.0
2013-01-08,51,1613.0
2013-01-08,54,729.0
2013-01-09,1,1910.0
2013-01-09,2,1975.0
2013-01-09,3,2932.0
2013-01-09,4,1533.0
2013-01-09,5,1513.0
2013-01-09,6,1702.0
2013-01-09,7,1525.0
2013-01-09,8,2802.0
2013-01-09,9,1976.0
2013-01-09,10,930.0
2013-01-09,11,2230.0
2013-01-09,12,1108.0
2013-01-09,13,831.0
2013-01-09,14,1591.0
2013-01-09,15,1276.0
2013-01-09,16,923.0
2013-01-09,17,1110.0
2013-01-09,18,1206.0
2013-01-09,19,960.0
2013-01-09,23,1127.0
2013-01-09,24,2354.0
2013-01-09,25,755.0
2013-01-09,26,738.0
2013-01-09,27,1033.0
2013-01-09,28,645.0
2013-01-09,30,627.0
2013-01-09,31,1007.0
2013-01-09,32,591.0
2013-01-09,33,976.0
2013-01-09,34,2101.0
2013-01-09,35,539.0
2013-01-09,37,1544.0
2013-01-09,38,1525.0
2013-01-09,39,1219.0
2013-01-09,40,939.0
2013-01-09,41,749.0
2013-01-09,43,1000.0
2013-01-09,44,4006.0
2013-01-09,45,3268.0
2013-01-09,46,2989.0
2013-01-09,47,3370.0
2013-01-09,48,2316.0
2013-01-09,49,1776.0
2013-01-09,50,2228.0
2013-01-09,51,1786.0
2013-01-09,54,730.0
2013-01-10,1,1679.0
2013-01-10,2,1761.0
2013-01-10,3,2649.0
2013-01-10,4,1326.0
2013-01-10,5,1449.0
2013-01-10,6,1422.0
2013-01-10,7,1487.0
2013-01-10,8,2545.0
2013-01-10,9,1942.0
2013-01-10,10,925.0
2013-01-10,11,2274.0
2013-01-10,12,1121.0
2013-01-10,13,877.0
2013-01-10,14,1423.0
2013-01-10,15,1317.0
2013-01-10,16,889.0
2013-01-10,17,1141.0
2013-01-10,18,1219.0
2013-01-10,19,960.0
2013-01-10,23,1024.0
2013-01-10,24,2226.0
2013-01-10,25,632.0
2013-01-10,26,710.0
2013-01-10,27,900.0
2013-01-10,28,700.0
2013-01-10,30,693.0
2013-01-10,31,1001.0
2013-01-10,32,603.0
2013-01-10,33,868.0
2013-01-10,34,2079.0
2013-01-10,35,553.0
2013-01-10,37,1323.0
2013-01-10,38,1323.0
2013-01-10,39,1209.0
2013-01-10,40,944.0
2013-01-10,41,649.0
2013-01-10,43,967.0
2013-01-10,44,3323.0
2013-01-10,45,2697.0
2013-01-10,46,2627.0
2013-01-10,47,2982.0
2013-01-10,48,2212.0
2013-01-10,49,1481.0
2013-01-10,50,2052.0
2013-01-10,51,1515.0
2013-01-10,54,684.0
2013-01-11,1,1813.0
2013-01-11,2,1786.0
2013-01-11,3,2954.0
2013-01-11,4,1398.0
2013-01-11,5,1446.0
2013-01-11,6,1563.0
2013-01-11,7,1497.0
2013-01-11,8,2858.0
2013-01-11,9,1750.0
2013-01-11,10,877.0
2013-01-11,11,2053.0
2013-01-11,12,1072.0
2013-01-11,13,825.0
2013-01-11,14,1412.0
2013-01-11,15,1168.0
2013-01-11,16,912.0
2013-01-11,17,986.0
2013-01-11,18,1221.0
2013-01-11,19,999.0
2013-01-11,23,1046.0
2013-01-11,24,2350.0
2013-01-11,25,979.0
2013-01-11,26,725.0
2013-01-11,27,856.0
2013-01-11,28,618.0
2013-01-11,30,623.0
2013-01-11,31,1011.0
2013-01-11,32,641.0
2013-01-11,33,893.0
2013-01-11,34,2407.0
2013-01-11,35,538.0
2013-01-11,37,1447.0
2013-01-11,38,1557.0
2013-01-11,39,1163.0
2013-01-11,40,970.0
2013-01-11,41,686.0
2013-01-11,43,1264.0
2013-01-11,44,3873.0
2013-01-11,45,3083.0
2013-01-11,46,2892.0
2013-01-11,47,3312.0
2013-01-11,48,2396.0
2013-01-11,49,1768.0
2013-01-11,50,2226.0
2013-01-11,51,1658.0
2013-01-11,54,766.0
2013-01-12,1,1473.0
2013-01-12,2,1998.0
2013-01-12,3,3407.0
2013-01-12,4,1543.0
2013-01-12,5,1553.0
2013-01-12,6,2020.0
2013-01-12,7,1416.0
2013-01-12,8,2936.0
2013-01-12,9,2271.0
2013-01-12,10,1120.0
2013-01-12,11,2603.0
2013-01-12,12,1241.0
2013-01-12,13,1179.0
2013-01-12,14,1939.0
2013-01-12,15,1396.0
2013-01-12,16,1045.0
2013-01-12,17,1385.0
2013-01-12,18,1217.0
2013-01-12,19,1521.0
2013-01-12,23,1208.0
2013-01-12,24,2346.0
2013-01-12,25,1368.0
2013-01-12,26,907.0
2013-01-12,27,1330.0
2013-01-12,28,890.0
2013-01-12,30,702.0
2013-01-12,31,1262.0
2013-01-12,32,822.0
2013-01-12,33,1108.0
2013-01-12,34,2591.0
2013-01-12,35,750.0
2013-01-12,37,1622.0
2013-01-12,38,2142.0
2013-01-12,39,1518.0
2013-01-12,40,1039.0
2013-01-12,41,861.0
2013-01-12,43,1142.0
2013-01-12,44,4423.0
2013-01-12,45,3927.0
2013-01-12,46,4263.0
2013-01-12,47,4278.0
2013-01-12,48,3355.0
2013-01-12,49,2309.0
2013-01-12,50,3258.0
2013-01-12,51,1873.0
2013-01-12,54,954.0
2013-01-13,1,542.0
2013-01-13,2,1988.0
2013-01-13,3,3217.0
2013-01-13,4,1873.0
2013-01-13,5,1510.0
2013-01-13,6,2219.0
2013-01-13,7,1328.0
2013-01-13,8,2765.0
2013-01-13,9,2457.0
2013-01-13,10,1013.0
2013-01-13,11,2875.0
2013-01-13,12,1166.0
2013-01-13,13,858.0
2013-01-13,14,1317.0
2013-01-13,15,1122.0
2013-01-13,16,1260.0
2013-01-13,17,1441.0
2013-01-13,18,1376.0
2013-01-13,19,1269.0
2013-01-13,23,1187.0
2013-01-13,24,2001.0
2013-01-13,25,748.0
2013-01-13,26,963.0
2013-01-13,27,1575.0
2013-01-13,28,1197.0
2013-01-13,30,686.0
2013-01-13,31,1467.0
2013-01-13,32,753.0
2013-01-13,33,1207.0
2013-01-13,34,2381.0
2013-01-13,35,657.0
2013-01-13,37,1210.0
2013-01-13,38,2256.0
2013-01-13,39,1630.0
2013-01-13,40,1048.0
2013-01-13,41,1120.0
2013-01-13,43,1145.0
2013-01-13,44,4676.0
2013-01-13,45,4345.0
2013-01-13,46,4713.0
2013-01-13,47,4796.0
2013-01-13,48,3993.0
2013-01-13,49,2662.0
2013-01-13,50,3261.0
2013-01-13,51,1808.0
2013-01-13,54,1225.0
2013-01-14,1,1780.0
2013-01-14,2,1713.0
2013-01-14,3,2785.0
2013-01-14,4,1321.0
2013-01-14,5,1457.0
2013-01-14,6,1545.0
2013-01-14,7,1629.0
2013-01-14,8,2622.0
2013-01-14,9,2009.0
2013-01-14,10,1000.0
2013-01-14,11,2056.0
2013-01-14,12,1147.0
2013-01-14,13,869.0
2013-01-14,14,1700.0
2013-01-14,15,1368.0
2013-01-14,16,977.0
2013-01-14,17,1209.0
2013-01-14,18,1314.0
2013-01-14,19,1115.0
2013-01-14,23,1138.0
2013-01-14,24,2341.0
2013-01-14,25,664.0
2013-01-14,26,758.0
2013-01-14,27,1005.0
2013-01-14,28,754.0
2013-01-14,30,690.0
2013-01-14,31,1181.0
2013-01-14,32,644.0
2013-01-14,33,1008.0
2013-01-14,34,2246.0
2013-01-14,35,579.0
2013-01-14,37,1305.0
2013-01-14,38,1502.0
2013-01-14,39,1248.0
2013-01-14,40,1109.0
2013-01-14,41,739.0
2013-01-14,43,1091.0
2013-01-14,44,3450.0
2013-01-14,45,2937.0
2013-01-14,46,2780.0
2013-01-14,47,3145.0
2013-01-14,48,2223.0
2013-01-14,49,1525.0
2013-01-14,50,2150.0
2013-01-14,51,1491.0
2013-01-14,54,759.0
2013-01-15,1,1680.0
2013-01-15,2,1806.0
2013-01-15,3,2757.0
2013-01-15,4,1385.0
2013-01-15,5,1450.0
2013-01-15,6,1619.0
2013-01-15,7,1603.0
2013-01-15,8,2558.0
2013-01-15,9,2163.0
2013-01-15,10,1070.0
2013-01-15,11,2152.0
2013-01-15,12,1180.0
2013-01-15,13,871.0
2013-01-15,14,1554.0
2013-01-15,15,1319.0
2013-01-15,16,1001.0
2013-01-15,17,1216.0
2013-01-15,18,1350.0
2013-01-15,19,1042.0
2013-01-15,23,1075.0
2013-01-15,24,2338.0
2013-01-15,25,644.0
2013-01-15,26,787.0
2013-01-15,27,953.0
2013-01-15,28,846.0
2013-01-15,30,754.0
2013-01-15,31,1184.0
2013-01-15,32,683.0
2013-01-15,33,1062.0
2013-01-15,34,2285.0
2013-01-15,35,619.0
2013-01-15,37,1406.0
2013-01-15,38,1395.0
2013-01-15,39,1318.0
2013-01-15,40,1153.0
2013-01-15,41,693.0
2013-01-15,43,1123.0
2013-01-15,44,3527.0
2013-01-15,45,3016.0
2013-01-15,46,2973.0
2013-01-15,47,3305.0
2013-01-15,48,2275.0
2013-01-15,49,1571.0
2013-01-15,50,2001.0
2013-01-15,51,1604.0
2013-01-15,54,768.0
2013-01-16,1,1933.0
2013-01-16,2,1988.0
2013-01-16,3,3108.0
2013-01-16,4,1557.0
2013-01-16,5,1461.0
2013-01-16,6,1677.0
2013-01-16,7,1619.0
2013-01-16,8,2820.0
2013-01-16,9,1981.0
2013-01-16,10,973.0
2013-01-16,11,2060.0
2013-01-16,12,1068.0
2013-01-16,13,767.0
2013-01-16,14,1406.0
2013-01-16,15,1222.0
2013-01-16,16,782.0
2013-01-16,17,1127.0
2013-01-16,18,1313.0
2013-01-16,19,986.0
2013-01-16,23,1124.0
2013-01-16,24,2555.0
2013-01-16,25,775.0
2013-01-16,26,786.0
2013-01-16,27,1070.0
2013-01-16,28,678.0
2013-01-16,30,678.0
2013-01-16,31,1096.0
2013-01-16,32,648.0
2013-01-16,33,1010.0
2013-01-16,34,2218.0
2013-01-16,35,597.0
2013-01-16,37,1495.0
2013-01-16,38,1483.0
2013-01-16,39,1047.0
2013-01-16,40,978.0
2013-01-16,41,736.0
2013-01-16,43,1037.0
2013-01-16,44,4026.0
2013-01-16,45,3183.0
2013-01-16,46,3034.0
2013-01-16,47,3406.0
2013-01-16,48,2343.0
2013-01-16,49,1780.0
2013-01-16,50,2302.0
2013-01-16,51,1852.0
2013-01-16,54,686.0
2013-01-17,1,1786.0
2013-01-17,2,1672.0
2013-01-17,3,2653.0
2013-01-17,4,1296.0
2013-01-17,5,1458.0
2013-01-17,6,1547.0
2013-01-17,7,1565.0
2013-01-17,8,2591.0
2013-01-17,9,1932.0
2013-01-17,10,960.0
2013-01-17,11,2167.0
2013-01-17,12,1186.0
2013-01-17,13,794.0
2013-01-17,14,1420.0
2013-01-17,15,1274.0
2013-01-17,16,973.0
2013-01-17,17,1128.0
2013-01-17,18,1249.0
2013-01-17,19,977.0
2013-01-17,23,1089.0
2013-01-17,24,2557.0
2013-01-17,25,640.0
2013-01-17,26,818.0
2013-01-17,27,1037.0
2013-01-17,28,820.0
2013-01-17,30,790.0
2013-01-17,31,1161.0
2013-01-17,32,726.0
2013-01-17,33,961.0
2013-01-17,34,2315.0
2013-01-17,35,555.0
2013-01-17,37,1258.0
2013-01-17,38,1342.0
2013-01-17,39,1194.0
2013-01-17,40,942.0
2013-01-17,41,728.0
2013-01-17,43,1011.0
2013-01-17,44,3412.0
2013-01-17,45,2773.0
2013-01-17,46,2807.0
2013-01-17,47,3217.0
2013-01-17,48,2234.0
2013-01-17,49,1568.0
2013-01-17,50,2012.0
2013-01-17,51,1551.0
2013-01-17,54,727.0
2013-01-18,1,1745.0
2013-01-18,2,1901.0
2013-01-18,3,2936.0
2013-01-18,4,1493.0
2013-01-18,5,1378.0
2013-01-18,6,1548.0
2013-01-18,7,1749.0
2013-01-18,8,2766.0
2013-01-18,9,1639.0
2013-01-18,10,852.0
2013-01-18,11,2133.0
2013-01-18,12,1039.0
2013-01-18,13,803.0
2013-01-18,14,1305.0
2013-01-18,15,1157.0
2013-01-18,16,906.0
2013-01-18,17,1035.0
2013-01-18,18,1209.0
2013-01-18,19,923.0
2013-01-18,23,1071.0
2013-01-18,24,2559.0
2013-01-18,25,971.0
2013-01-18,26,822.0
2013-01-18,27,1034.0
2013-01-18,28,709.0
2013-01-18,30,696.0
2013-01-18,31,1044.0
2013-01-18,32,619.0
2013-01-18,33,860.0
2013-01-18,34,2510.0
2013-01-18,35,519.0
2013-01-18,37,1458.0
2013-01-18,38,1591.0
2013-01-18,39,1162.0
2013-01-18,40,944.0
2013-01-18,41,727.0
2013-01-18,43,1323.0
2013-01-18,44,3801.0
2013-01-18,45,3263.0
2013-01-18,46,2907.0
2013-01-18,47,3302.0
2013-01-18,48,2341.0
2013-01-18,49,1804.0
2013-01-18,50,2242.0
2013-01-18,51,1796.0
2013-01-18,54,779.0
2013-01-19,1,1389.0
2013-01-19,2,2043.0
2013-01-19,3,3453.0
2013-01-19,4,1705.0
2013-01-19,5,1517.0
2013-01-19,6,2132.0
2013-01-19,7,1581.0
2013-01-19,8,2944.0
2013-01-19,9,2336.0
2013-01-19,10,1372.0
2013-01-19,11,2569.0
2013-01-19,12,1319.0
2013-01-19,13,1140.0
2013-01-19,14,2031.0
2013-01-19,15,1390.0
2013-01-19,16,1022.0
2013-01-19,17,1440.0
2013-01-19,18,1362.0
2013-01-19,19,1735.0
2013-01-19,23,1231.0
2013-01-19,24,2487.0
2013-01-19,25,1494.0
2013-01-19,26,961.0
2013-01-19,27,1382.0
2013-01-19,28,996.0
2013-01-19,30,715.0
2013-01-19,31,1386.0
2013-01-19,32,770.0
2013-01-19,33,1201.0
2013-01-19,34,2695.0
2013-01-19,35,816.0
2013-01-19,37,1630.0
2013-01-19,38,2154.0
2013-01-19,39,1633.0
2013-01-19,40,1034.0
2013-01-19,41,952.0
2013-01-19,43,1127.0
2013-01-19,44,4656.0
2013-01-19,45,3984.0
2013-01-19,46,4372.0
2013-01-19,47,4377.0
2013-01-19,48,3392.0
2013-01-19,49,2469.0
2013-01-19,50,3426.0
2013-01-19,51,1830.0
2013-01-19,54,908.0
2013-01-20,1,507.0
2013-01-20,2,2006.0
2013-01-20,3,3466.0
2013-01-20,4,1742.0
2013-01-20,5,1596.0
2013-01-20,6,2202.0
2013-01-20,7,1368.0
2013-01-20,8,2755.0
2013-01-20,9,2427.0
2013-01-20,10,1162.0
2013-01-20,11,2597.0
2013-01-20,12,1211.0
2013-01-20,13,947.0
2013-01-20,14,1333.0
2013-01-20,15,1110.0
2013-01-20,16,1184.0
2013-01-20,17,1419.0
2013-01-20,18,1347.0
2013-01-20,19,1142.0
2013-01-20,23,1099.0
2013-01-20,24,1908.0
2013-01-20,25,816.0
2013-01-20,26,986.0
2013-01-20,27,1515.0
2013-01-20,28,1179.0
2013-01-20,30,616.0
2013-01-20,31,1389.0
2013-01-20,32,801.0
2013-01-20,33,1133.0
2013-01-20,34,2324.0
2013-01-20,35,697.0
2013-01-20,37,1233.0
2013-01-20,38,2294.0
2013-01-20,39,1582.0
2013-01-20,40,924.0
2013-01-20,41,1020.0
2013-01-20,43,1061.0
2013-01-20,44,4732.0
2013-01-20,45,4169.0
2013-01-20,46,4696.0
2013-01-20,47,4877.0
2013-01-20,48,4044.0
2013-01-20,49,2536.0
2013-01-20,50,3195.0
2013-01-20,51,1756.0
2013-01-20,54,1178.0
2013-01-21,1,1770.0
2013-01-21,2,1864.0
2013-01-21,3,2930.0
2013-01-21,4,1458.0
2013-01-21,5,1506.0
2013-01-21,6,1602.0
2013-01-21,7,1649.0
2013-01-21,8,2688.0
2013-01-21,9,2149.0
2013-01-21,10,1200.0
2013-01-21,11,2200.0
2013-01-21,12,1156.0
2013-01-21,13,864.0
2013-01-21,14,1934.0
2013-01-21,15,1439.0
2013-01-21,16,1000.0
2013-01-21,17,1310.0
2013-01-21,18,1306.0
2013-01-21,19,1158.0
2013-01-21,23,1161.0
2013-01-21,24,2391.0
2013-01-21,25,754.0
2013-01-21,26,730.0
2013-01-21,27,1018.0
2013-01-21,28,708.0
2013-01-21,30,692.0
2013-01-21,31,1184.0
2013-01-21,32,667.0
2013-01-21,33,1046.0
2013-01-21,34,2379.0
2013-01-21,35,509.0
2013-01-21,37,1370.0
2013-01-21,38,1414.0
2013-01-21,39,1325.0
2013-01-21,40,1169.0
2013-01-21,41,715.0
2013-01-21,43,1124.0
2013-01-21,44,3508.0
2013-01-21,45,3134.0
2013-01-21,46,3186.0
2013-01-21,47,3335.0
2013-01-21,48,2428.0
2013-01-21,49,1557.0
2013-01-21,50,2227.0
2013-01-21,51,1548.0
2013-01-21,54,788.0
2013-01-22,1,1762.0
2013-01-22,2,1794.0
2013-01-22,3,2721.0
2013-01-22,4,1285.0
2013-01-22,5,1459.0
2013-01-22,6,1584.0
2013-01-22,7,1583.0
2013-01-22,8,2491.0
2013-01-22,9,1949.0
2013-01-22,10,1109.0
2013-01-22,11,2128.0
2013-01-22,12,1145.0
2013-01-22,13,903.0
2013-01-22,14,1558.0
2013-01-22,15,1270.0
2013-01-22,16,933.0
2013-01-22,17,1310.0
2013-01-22,18,1362.0
2013-01-22,19,1017.0
2013-01-22,23,1085.0
2013-01-22,24,2293.0
2013-01-22,25,692.0
2013-01-22,26,690.0
2013-01-22,27,969.0
2013-01-22,28,819.0
2013-01-22,30,752.0
2013-01-22,31,1185.0
2013-01-22,32,668.0
2013-01-22,33,1096.0
2013-01-22,34,2221.0
2013-01-22,35,627.0
2013-01-22,37,1299.0
2013-01-22,38,1317.0
2013-01-22,39,1258.0
2013-01-22,40,1017.0
2013-01-22,41,646.0
2013-01-22,43,1055.0
2013-01-22,44,3349.0
2013-01-22,45,2759.0
2013-01-22,46,2786.0
2013-01-22,47,2973.0
2013-01-22,48,2130.0
2013-01-22,49,1500.0
2013-01-22,50,2182.0
2013-01-22,51,1489.0
2013-01-22,54,768.0
2013-01-23,1,1873.0
2013-01-23,2,1951.0
2013-01-23,3,2911.0
2013-01-23,4,1465.0
2013-01-23,5,1461.0
2013-01-23,6,1740.0
2013-01-23,7,1657.0
2013-01-23,8,2625.0
2013-01-23,9,1741.0
2013-01-23,10,1023.0
2013-01-23,11,2063.0
2013-01-23,12,1142.0
2013-01-23,13,797.0
2013-01-23,14,1490.0
2013-01-23,15,1245.0
2013-01-23,16,908.0
2013-01-23,17,1082.0
2013-01-23,18,1231.0
2013-01-23,19,1078.0
2013-01-23,23,1178.0
2013-01-23,24,2501.0
2013-01-23,25,795.0
2013-01-23,26,681.0
2013-01-23,27,1034.0
2013-01-23,28,674.0
2013-01-23,30,655.0
2013-01-23,31,952.0
2013-01-23,32,565.0
2013-01-23,33,1011.0
2013-01-23,34,2071.0
2013-01-23,35,538.0
2013-01-23,37,1437.0
2013-01-23,38,1495.0
2013-01-23,39,1094.0
2013-01-23,40,886.0
2013-01-23,41,722.0
2013-01-23,43,1019.0
2013-01-23,44,3704.0
2013-01-23,45,2872.0
2013-01-23,46,2901.0
2013-01-23,47,3207.0
2013-01-23,48,2179.0
2013-01-23,49,1606.0
2013-01-23,50,2186.0
2013-01-23,51,1683.0
2013-01-23,54,690.0
2013-01-24,1,1616.0
